CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
7912,2018-02-13T23:00:17-06:00,2018-02-13T23:07:09-06:00,America/Chicago,imported,0,2134,6731,2134
7911,2018-02-13T22:00:07-06:00,2018-02-13T22:05:32-06:00,America/Chicago,imported,1,2134,6731,2134
7911,2018-02-13T22:00:07-06:00,2018-02-13T22:05:32-06:00,America/Chicago,imported,1,2134,6731,2134
7910,2018-02-13T21:00:08-06:00,2018-02-13T21:05:22-06:00,America/Chicago,imported,0,2134,6731,2134
7910,2018-02-13T21:00:08-06:00,2018-02-13T21:05:22-06:00,America/Chicago,imported,0,2134,6731,2134
7909,2018-02-13T20:00:07-06:00,2018-02-13T20:05:47-06:00,America/Chicago,imported,2,2134,6731,2134
7909,2018-02-13T20:00:07-06:00,2018-02-13T20:05:47-06:00,America/Chicago,imported,2,2134,6731,2134
7908,2018-02-13T19:00:07-06:00,2018-02-13T19:06:50-06:00,America/Chicago,imported,3,2134,6731,2134
7908,2018-02-13T19:00:07-06:00,2018-02-13T19:06:50-06:00,America/Chicago,imported,3,2134,6731,2134
7907,2018-02-13T18:00:10-06:00,2018-02-13T18:06:21-06:00,America/Chicago,imported,0,2134,6731,2134
7907,2018-02-13T18:00:10-06:00,2018-02-13T18:06:21-06:00,America/Chicago,imported,0,2134,6731,2134
7906,2018-02-13T17:00:07-06:00,2018-02-13T17:07:01-06:00,America/Chicago,imported,0,2134,6731,2134
7906,2018-02-13T17:00:07-06:00,2018-02-13T17:07:01-06:00,America/Chicago,imported,0,2134,6731,2134
7905,2018-02-13T16:00:08-06:00,2018-02-13T16:05:45-06:00,America/Chicago,imported,6,2134,6731,2134
7905,2018-02-13T16:00:08-06:00,2018-02-13T16:05:45-06:00,America/Chicago,imported,6,2134,6731,2134
7904,2018-02-13T15:00:08-06:00,2018-02-13T15:05:57-06:00,America/Chicago,imported,5,2134,6732,2134
7904,2018-02-13T15:00:08-06:00,2018-02-13T15:05:57-06:00,America/Chicago,imported,5,2134,6732,2134
7903,2018-02-13T14:00:07-06:00,2018-02-13T14:07:01-06:00,America/Chicago,imported,2,2134,6732,2134
7903,2018-02-13T14:00:07-06:00,2018-02-13T14:07:01-06:00,America/Chicago,imported,2,2134,6732,2134
7902,2018-02-13T13:00:07-06:00,2018-02-13T13:07:11-06:00,America/Chicago,imported,5,2134,6732,2134
7902,2018-02-13T13:00:07-06:00,2018-02-13T13:07:11-06:00,America/Chicago,imported,5,2134,6732,2134
7901,2018-02-13T12:00:08-06:00,2018-02-13T12:06:21-06:00,America/Chicago,imported,6,2134,6732,2134
7901,2018-02-13T12:00:08-06:00,2018-02-13T12:06:21-06:00,America/Chicago,imported,6,2134,6732,2134
7900,2018-02-13T11:00:10-06:00,2018-02-13T11:07:05-06:00,America/Chicago,imported,2,2134,6731,2134
7900,2018-02-13T11:00:10-06:00,2018-02-13T11:07:05-06:00,America/Chicago,imported,2,2134,6731,2134
7899,2018-02-13T10:00:08-06:00,2018-02-13T10:06:33-06:00,America/Chicago,imported,3,2134,6729,2134
7899,2018-02-13T10:00:08-06:00,2018-02-13T10:06:33-06:00,America/Chicago,imported,3,2134,6729,2134
7898,2018-02-13T09:00:06-06:00,2018-02-13T09:06:29-06:00,America/Chicago,imported,9,2134,6729,2134
7898,2018-02-13T09:00:06-06:00,2018-02-13T09:06:29-06:00,America/Chicago,imported,9,2134,6729,2134
7897,2018-02-13T08:00:07-06:00,2018-02-13T08:05:52-06:00,America/Chicago,imported,0,2134,6729,2134
7897,2018-02-13T08:00:07-06:00,2018-02-13T08:05:52-06:00,America/Chicago,imported,0,2134,6729,2134
7896,2018-02-13T07:00:07-06:00,2018-02-13T07:05:10-06:00,America/Chicago,imported,2,2134,6729,2134
7896,2018-02-13T07:00:07-06:00,2018-02-13T07:05:10-06:00,America/Chicago,imported,2,2134,6729,2134
7895,2018-02-13T06:00:07-06:00,2018-02-13T06:05:13-06:00,America/Chicago,imported,0,2134,6729,2134
