CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
7864,2018-02-11T23:00:27-06:00,2018-02-11T23:05:33-06:00,America/Chicago,imported,0,2134,6727,2134
7863,2018-02-11T22:00:09-06:00,2018-02-11T22:05:42-06:00,America/Chicago,imported,2,2134,6727,2134
7863,2018-02-11T22:00:09-06:00,2018-02-11T22:05:42-06:00,America/Chicago,imported,2,2134,6727,2134
7862,2018-02-11T21:00:07-06:00,2018-02-11T21:05:47-06:00,America/Chicago,imported,0,2134,6727,2134
7862,2018-02-11T21:00:07-06:00,2018-02-11T21:05:47-06:00,America/Chicago,imported,0,2134,6727,2134
7861,2018-02-11T20:00:07-06:00,2018-02-11T20:05:43-06:00,America/Chicago,imported,0,2134,6727,2134
7861,2018-02-11T20:00:07-06:00,2018-02-11T20:05:43-06:00,America/Chicago,imported,0,2134,6727,2134
7860,2018-02-11T19:00:08-06:00,2018-02-11T19:05:50-06:00,America/Chicago,imported,0,2134,6727,2134
7860,2018-02-11T19:00:08-06:00,2018-02-11T19:05:50-06:00,America/Chicago,imported,0,2134,6727,2134
7859,2018-02-11T18:00:07-06:00,2018-02-11T18:06:40-06:00,America/Chicago,imported,2,2134,6727,2134
7859,2018-02-11T18:00:07-06:00,2018-02-11T18:06:40-06:00,America/Chicago,imported,2,2134,6727,2134
7858,2018-02-11T17:00:08-06:00,2018-02-11T17:06:09-06:00,America/Chicago,imported,1,2134,6727,2134
7858,2018-02-11T17:00:08-06:00,2018-02-11T17:06:09-06:00,America/Chicago,imported,1,2134,6727,2134
7857,2018-02-11T16:00:08-06:00,2018-02-11T16:05:10-06:00,America/Chicago,imported,1,2134,6727,2134
7857,2018-02-11T16:00:08-06:00,2018-02-11T16:05:10-06:00,America/Chicago,imported,1,2134,6727,2134
7856,2018-02-11T15:00:07-06:00,2018-02-11T15:05:15-06:00,America/Chicago,imported,0,2134,6727,2134
7856,2018-02-11T15:00:07-06:00,2018-02-11T15:05:15-06:00,America/Chicago,imported,0,2134,6727,2134
7855,2018-02-11T14:00:07-06:00,2018-02-11T14:05:22-06:00,America/Chicago,imported,1,2134,6727,2134
7855,2018-02-11T14:00:07-06:00,2018-02-11T14:05:22-06:00,America/Chicago,imported,1,2134,6727,2134
7854,2018-02-11T13:00:09-06:00,2018-02-11T13:05:44-06:00,America/Chicago,imported,0,2134,6727,2134
7854,2018-02-11T13:00:09-06:00,2018-02-11T13:05:44-06:00,America/Chicago,imported,0,2134,6727,2134
7853,2018-02-11T12:00:08-06:00,2018-02-11T12:05:12-06:00,America/Chicago,imported,0,2134,6727,2134
7853,2018-02-11T12:00:08-06:00,2018-02-11T12:05:12-06:00,America/Chicago,imported,0,2134,6727,2134
7852,2018-02-11T11:00:08-06:00,2018-02-11T11:05:51-06:00,America/Chicago,imported,0,2134,6727,2134
7852,2018-02-11T11:00:08-06:00,2018-02-11T11:05:51-06:00,America/Chicago,imported,0,2134,6727,2134
7851,2018-02-11T10:00:09-06:00,2018-02-11T10:06:46-06:00,America/Chicago,imported,0,2134,6727,2134
7851,2018-02-11T10:00:09-06:00,2018-02-11T10:06:46-06:00,America/Chicago,imported,0,2134,6727,2134
7850,2018-02-11T09:00:10-06:00,2018-02-11T09:04:54-06:00,America/Chicago,imported,0,2134,6727,2134
7850,2018-02-11T09:00:10-06:00,2018-02-11T09:04:54-06:00,America/Chicago,imported,0,2134,6727,2134
7849,2018-02-11T08:00:10-06:00,2018-02-11T08:04:51-06:00,America/Chicago,imported,0,2134,6727,2134
7849,2018-02-11T08:00:10-06:00,2018-02-11T08:04:51-06:00,America/Chicago,imported,0,2134,6727,2134
7848,2018-02-11T07:00:07-06:00,2018-02-11T07:05:38-06:00,America/Chicago,imported,0,2134,6727,2134
7848,2018-02-11T07:00:07-06:00,2018-02-11T07:05:38-06:00,America/Chicago,imported,0,2134,6727,2134
7847,2018-02-11T06:00:07-06:00,2018-02-11T06:05:18-06:00,America/Chicago,imported,0,2134,6727,2134
7847,2018-02-11T06:00:07-06:00,2018-02-11T06:05:18-06:00,America/Chicago,imported,0,2134,6727,2134
7846,2018-02-11T05:00:06-06:00,2018-02-11T05:05:56-06:00,America/Chicago,imported,0,2134,6727,2134
7846,2018-02-11T05:00:06-06:00,2018-02-11T05:05:56-06:00,America/Chicago,imported,0,2134,6727,2134
7845,2018-02-11T04:00:08-06:00,2018-02-11T04:06:00-06:00,America/Chicago,imported,0,2134,6727,2134
7845,2018-02-11T04:00:08-06:00,2018-02-11T04:06:00-06:00,America/Chicago,imported,0,2134,6727,2134
7844,2018-02-11T03:00:09-06:00,2018-02-11T03:04:59-06:00,America/Chicago,imported,0,2134,6727,2134
7844,2018-02-11T03:00:09-06:00,2018-02-11T03:04:59-06:00,America/Chicago,imported,0,2134,6727,2134
7843,2018-02-11T02:00:08-06:00,2018-02-11T02:05:46-06:00,America/Chicago,imported,0,2134,6727,2134
