CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
7979,2018-02-16T22:00:08-06:00,2018-02-16T22:05:11-06:00,America/Chicago,imported,0,2134,6747,2134
7978,2018-02-16T21:00:07-06:00,2018-02-16T21:05:23-06:00,America/Chicago,imported,0,2134,6747,2134
7977,2018-02-16T20:00:06-06:00,2018-02-16T20:05:40-06:00,America/Chicago,imported,0,2134,6747,2134
7976,2018-02-16T19:00:15-06:00,2018-02-16T19:17:03-06:00,America/Chicago,imported_with_messages,28352,2134,6747,2134
7975,2018-02-16T16:00:08-06:00,2018-02-16T16:05:18-06:00,America/Chicago,imported,7,2134,6745,2134
7975,2018-02-16T16:00:08-06:00,2018-02-16T16:05:18-06:00,America/Chicago,imported,7,2134,6745,2134
7975,2018-02-16T16:00:08-06:00,2018-02-16T16:05:18-06:00,America/Chicago,imported,7,2134,6745,2134
7974,2018-02-16T15:00:08-06:00,2018-02-16T15:06:26-06:00,America/Chicago,imported,2,2134,6744,2134
7973,2018-02-16T14:00:08-06:00,2018-02-16T14:06:19-06:00,America/Chicago,imported,1,2134,6744,2134
7972,2018-02-16T13:00:08-06:00,2018-02-16T13:06:39-06:00,America/Chicago,imported,3,2134,6744,2134
7971,2018-02-16T12:00:08-06:00,2018-02-16T12:06:23-06:00,America/Chicago,imported,2,2134,6744,2134
7970,2018-02-16T11:00:08-06:00,2018-02-16T11:06:38-06:00,America/Chicago,imported,0,2134,6744,2134
7969,2018-02-16T10:00:08-06:00,2018-02-16T10:06:47-06:00,America/Chicago,imported,0,2134,6744,2134
7968,2018-02-16T09:00:08-06:00,2018-02-16T09:05:57-06:00,America/Chicago,imported,0,2134,6744,2134
7967,2018-02-16T08:00:09-06:00,2018-02-16T08:05:50-06:00,America/Chicago,imported,0,2134,6743,2134
7966,2018-02-16T07:00:09-06:00,2018-02-16T07:05:15-06:00,America/Chicago,imported,0,2134,6743,2134
7965,2018-02-16T06:00:09-06:00,2018-02-16T06:06:45-06:00,America/Chicago,imported,0,2134,6743,2134
7964,2018-02-16T05:00:09-06:00,2018-02-16T05:05:22-06:00,America/Chicago,imported,0,2134,6743,2134
7963,2018-02-16T04:00:09-06:00,2018-02-16T04:05:00-06:00,America/Chicago,imported,0,2134,6743,2134
7962,2018-02-16T03:00:09-06:00,2018-02-16T03:06:40-06:00,America/Chicago,imported,0,2134,6743,2134
7961,2018-02-16T02:00:09-06:00,2018-02-16T02:05:08-06:00,America/Chicago,imported,0,2134,6743,2134
7960,2018-02-16T01:00:09-06:00,2018-02-16T01:05:55-06:00,America/Chicago,imported,1,2134,6743,2134
7959,2018-02-16T00:00:09-06:00,2018-02-16T00:05:07-06:00,America/Chicago,imported,0,2134,6743,2134
7958,2018-02-15T23:00:22-06:00,2018-02-15T23:06:31-06:00,America/Chicago,imported,0,2134,6743,2134
