CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
9140,2018-04-05T22:00:05-05:00,2018-04-05T22:04:49-05:00,America/Chicago,imported,11,0,6839,0
9139,2018-04-05T21:00:05-05:00,2018-04-05T21:04:06-05:00,America/Chicago,imported,17,0,6839,0
9138,2018-04-05T20:00:07-05:00,2018-04-05T20:04:22-05:00,America/Chicago,imported,18,0,6839,0
9137,2018-04-05T19:00:06-05:00,2018-04-05T19:05:08-05:00,America/Chicago,imported,30,0,6839,0
9136,2018-04-05T18:00:05-05:00,2018-04-05T18:05:11-05:00,America/Chicago,imported,31,0,6839,0
9135,2018-04-05T17:00:06-05:00,2018-04-05T17:05:30-05:00,America/Chicago,imported,28,2,6838,0
9134,2018-04-05T16:00:07-05:00,2018-04-05T16:05:01-05:00,America/Chicago,imported,47,0,6838,0
9133,2018-04-05T15:00:06-05:00,2018-04-05T15:04:29-05:00,America/Chicago,imported,79,0,6838,0
9132,2018-04-05T14:00:07-05:00,2018-04-05T14:05:20-05:00,America/Chicago,imported,73,0,6838,0
9131,2018-04-05T13:00:06-05:00,2018-04-05T13:04:45-05:00,America/Chicago,imported,57,0,6838,0
9130,2018-04-05T12:00:07-05:00,2018-04-05T12:04:53-05:00,America/Chicago,imported,65,1,6838,1
9129,2018-04-05T11:00:06-05:00,2018-04-05T11:05:08-05:00,America/Chicago,imported,69,1,6838,1
9128,2018-04-05T10:00:06-05:00,2018-04-05T10:05:42-05:00,America/Chicago,imported,73,4,6838,4
9127,2018-04-05T09:00:07-05:00,2018-04-05T09:05:00-05:00,America/Chicago,imported,30,5,6838,5
9126,2018-04-05T08:00:07-05:00,2018-04-05T08:04:31-05:00,America/Chicago,imported,9,0,6837,0
9125,2018-04-05T07:00:06-05:00,2018-04-05T07:05:31-05:00,America/Chicago,imported,5,0,6837,0
9124,2018-04-05T06:00:06-05:00,2018-04-05T06:04:34-05:00,America/Chicago,imported,0,0,6837,0
9123,2018-04-05T05:00:07-05:00,2018-04-05T05:04:34-05:00,America/Chicago,imported,0,0,6837,0
9122,2018-04-05T04:00:07-05:00,2018-04-05T04:04:38-05:00,America/Chicago,imported,0,0,6837,0
9121,2018-04-05T03:00:07-05:00,2018-04-05T03:03:42-05:00,America/Chicago,imported,1,0,6837,0
9120,2018-04-05T02:00:06-05:00,2018-04-05T02:03:46-05:00,America/Chicago,imported,6,0,6837,0
9119,2018-04-05T01:00:07-05:00,2018-04-05T01:05:00-05:00,America/Chicago,imported,419,0,6837,0
9118,2018-04-05T00:00:08-05:00,2018-04-05T00:04:15-05:00,America/Chicago,imported,21,0,6837,0
9117,2018-04-04T23:00:15-05:00,2018-04-04T23:04:12-05:00,America/Chicago,imported,4,0,6837,0
