CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
8205,2018-02-25T22:00:07-06:00,2018-02-25T22:05:21-06:00,America/Chicago,imported,1,2134,6766,2134
8204,2018-02-25T21:00:12-06:00,2018-02-25T21:05:40-06:00,America/Chicago,imported,1,2134,6766,2134
8203,2018-02-25T20:00:07-06:00,2018-02-25T20:05:33-06:00,America/Chicago,imported,1,2134,6766,2134
8202,2018-02-25T19:00:08-06:00,2018-02-25T19:05:24-06:00,America/Chicago,imported,0,2134,6766,2134
8201,2018-02-25T18:00:07-06:00,2018-02-25T18:05:48-06:00,America/Chicago,imported,1,2134,6766,2134
8200,2018-02-25T17:00:07-06:00,2018-02-25T17:06:09-06:00,America/Chicago,imported,0,2134,6766,2134
8199,2018-02-25T16:00:07-06:00,2018-02-25T16:05:21-06:00,America/Chicago,imported,1,2134,6766,2134
8198,2018-02-25T15:00:08-06:00,2018-02-25T15:06:23-06:00,America/Chicago,imported,0,2134,6766,2134
8197,2018-02-25T14:00:07-06:00,2018-02-25T14:05:19-06:00,America/Chicago,imported,0,2134,6766,2134
8196,2018-02-25T13:00:08-06:00,2018-02-25T13:04:52-06:00,America/Chicago,imported,0,2134,6766,2134
8195,2018-02-25T12:00:09-06:00,2018-02-25T12:05:10-06:00,America/Chicago,imported,0,2134,6766,2134
8194,2018-02-25T11:00:07-06:00,2018-02-25T11:05:58-06:00,America/Chicago,imported,0,2134,6766,2134
8193,2018-02-25T10:00:09-06:00,2018-02-25T10:04:50-06:00,America/Chicago,imported,0,2134,6766,2134
8192,2018-02-25T09:00:09-06:00,2018-02-25T09:04:59-06:00,America/Chicago,imported,0,2134,6766,2134
8191,2018-02-25T08:00:07-06:00,2018-02-25T08:04:52-06:00,America/Chicago,imported,0,2134,6766,2134
8190,2018-02-25T07:00:09-06:00,2018-02-25T07:04:42-06:00,America/Chicago,imported,0,2134,6766,2134
8189,2018-02-25T06:00:07-06:00,2018-02-25T06:05:54-06:00,America/Chicago,imported,0,2134,6766,2134
8188,2018-02-25T05:00:08-06:00,2018-02-25T05:05:40-06:00,America/Chicago,imported,0,2134,6766,2134
8187,2018-02-25T04:00:08-06:00,2018-02-25T04:05:02-06:00,America/Chicago,imported,0,2134,6766,2134
8186,2018-02-25T03:00:08-06:00,2018-02-25T03:05:11-06:00,America/Chicago,imported,0,2134,6766,2134
8185,2018-02-25T02:00:07-06:00,2018-02-25T02:05:57-06:00,America/Chicago,imported,0,2134,6766,2134
8184,2018-02-25T01:00:07-06:00,2018-02-25T01:05:40-06:00,America/Chicago,imported,0,2134,6766,2134
8183,2018-02-25T00:00:09-06:00,2018-02-25T00:04:42-06:00,America/Chicago,imported,0,2134,6766,2134
8182,2018-02-24T23:00:08-06:00,2018-02-24T23:05:46-06:00,America/Chicago,imported,0,2134,6766,2134
