CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
8614,2018-03-14T22:00:07-05:00,2018-03-14T22:06:48-05:00,America/Chicago,imported,1,2137,6755,2137
8613,2018-03-14T21:00:06-05:00,2018-03-14T21:05:36-05:00,America/Chicago,imported,1,2137,6755,2137
8612,2018-03-14T20:00:08-05:00,2018-03-14T20:05:08-05:00,America/Chicago,imported,1,2137,6755,2137
8611,2018-03-14T19:00:12-05:00,2018-03-14T19:05:02-05:00,America/Chicago,imported,0,2137,6755,2137
8610,2018-03-14T18:00:08-05:00,2018-03-14T18:05:58-05:00,America/Chicago,imported,0,2137,6755,2137
8609,2018-03-14T17:00:08-05:00,2018-03-14T17:06:41-05:00,America/Chicago,imported,6,2137,6755,2137
8608,2018-03-14T16:00:06-05:00,2018-03-14T16:05:48-05:00,America/Chicago,imported,6,2137,6755,2137
8607,2018-03-14T15:00:07-05:00,2018-03-14T15:05:13-05:00,America/Chicago,imported,4,2137,6755,2137
8606,2018-03-14T14:00:08-05:00,2018-03-14T14:05:33-05:00,America/Chicago,imported,6,2137,6755,2137
8605,2018-03-14T13:00:06-05:00,2018-03-14T13:05:52-05:00,America/Chicago,imported,6,2137,6756,2137
8604,2018-03-14T12:00:07-05:00,2018-03-14T12:05:36-05:00,America/Chicago,imported,2,2137,6756,2137
8603,2018-03-14T11:00:09-05:00,2018-03-14T11:05:59-05:00,America/Chicago,imported,5,2137,6756,2137
8602,2018-03-14T10:00:06-05:00,2018-03-14T10:05:33-05:00,America/Chicago,imported,3,2137,6757,2137
8601,2018-03-14T09:00:09-05:00,2018-03-14T09:05:11-05:00,America/Chicago,imported,0,2137,6758,2137
8600,2018-03-14T08:00:06-05:00,2018-03-14T08:05:37-05:00,America/Chicago,imported,1,2137,6758,2137
8599,2018-03-14T07:00:08-05:00,2018-03-14T07:05:44-05:00,America/Chicago,imported,0,2137,6758,2137
8598,2018-03-14T06:00:07-05:00,2018-03-14T06:04:41-05:00,America/Chicago,imported,0,2137,6758,2137
8597,2018-03-14T05:00:09-05:00,2018-03-14T05:04:50-05:00,America/Chicago,imported,0,2137,6758,2137
8596,2018-03-14T04:00:09-05:00,2018-03-14T04:04:25-05:00,America/Chicago,imported,0,2137,6758,2137
8595,2018-03-14T03:00:08-05:00,2018-03-14T03:05:23-05:00,America/Chicago,imported,0,2137,6758,2137
8594,2018-03-14T02:00:07-05:00,2018-03-14T02:05:18-05:00,America/Chicago,imported,0,2137,6758,2137
8593,2018-03-14T01:00:11-05:00,2018-03-14T01:05:42-05:00,America/Chicago,imported,0,2137,6758,2137
8592,2018-03-14T00:00:09-05:00,2018-03-14T00:04:42-05:00,America/Chicago,imported,0,2137,6758,2137
8591,2018-03-13T23:00:14-05:00,2018-03-13T23:05:00-05:00,America/Chicago,imported,0,2137,6758,2137
