CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
7670,2018-02-03T21:00:08-06:00,2018-02-03T21:05:06-06:00,America/Chicago,imported,0,2133,6680,2133
7669,2018-02-03T20:00:11-06:00,2018-02-03T20:06:04-06:00,America/Chicago,imported,0,2133,6680,2133
7668,2018-02-03T19:00:08-06:00,2018-02-03T19:05:34-06:00,America/Chicago,imported,0,2133,6680,2133
7667,2018-02-03T18:00:07-06:00,2018-02-03T18:05:09-06:00,America/Chicago,imported,0,2133,6680,2133
7666,2018-02-03T17:00:09-06:00,2018-02-03T17:05:27-06:00,America/Chicago,imported,1,2133,6680,2133
7665,2018-02-03T16:00:08-06:00,2018-02-03T16:05:30-06:00,America/Chicago,imported,1,2133,6680,2133
7664,2018-02-03T15:00:07-06:00,2018-02-03T15:06:02-06:00,America/Chicago,imported,1,2133,6680,2133
7663,2018-02-03T14:00:08-06:00,2018-02-03T14:06:11-06:00,America/Chicago,imported,0,2133,6680,2133
7662,2018-02-03T13:00:08-06:00,2018-02-03T13:06:46-06:00,America/Chicago,imported,0,2133,6680,2133
7661,2018-02-03T12:00:07-06:00,2018-02-03T12:05:25-06:00,America/Chicago,imported,0,2133,6680,2133
7660,2018-02-03T11:00:08-06:00,2018-02-03T11:05:56-06:00,America/Chicago,imported,0,2133,6680,2133
7659,2018-02-03T10:00:06-06:00,2018-02-03T10:05:34-06:00,America/Chicago,imported,0,2133,6680,2133
7658,2018-02-03T09:00:06-06:00,2018-02-03T09:06:10-06:00,America/Chicago,imported,0,2133,6680,2133
7657,2018-02-03T08:00:08-06:00,2018-02-03T08:06:00-06:00,America/Chicago,imported,0,2133,6680,2133
7656,2018-02-03T07:00:08-06:00,2018-02-03T07:05:38-06:00,America/Chicago,imported,0,2133,6680,2133
7655,2018-02-03T06:00:08-06:00,2018-02-03T06:05:44-06:00,America/Chicago,imported,0,2133,6680,2133
7654,2018-02-03T05:00:08-06:00,2018-02-03T05:04:52-06:00,America/Chicago,imported,0,2133,6680,2133
7653,2018-02-03T04:00:07-06:00,2018-02-03T04:05:01-06:00,America/Chicago,imported,0,2133,6680,2133
7652,2018-02-03T03:00:08-06:00,2018-02-03T03:05:30-06:00,America/Chicago,imported,0,2133,6680,2133
7651,2018-02-03T02:00:08-06:00,2018-02-03T02:04:51-06:00,America/Chicago,imported,0,2133,6680,2133
7650,2018-02-03T01:00:06-06:00,2018-02-03T01:04:54-06:00,America/Chicago,imported,0,2133,6680,2133
7649,2018-02-03T00:00:09-06:00,2018-02-03T00:04:54-06:00,America/Chicago,imported,0,2133,6680,2133
7648,2018-02-02T23:00:08-06:00,2018-02-02T23:05:06-06:00,America/Chicago,imported,1,2133,6680,2133
7647,2018-02-02T22:00:09-06:00,2018-02-02T22:05:13-06:00,America/Chicago,imported,1,2133,6680,2133
