CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
7936,2018-02-14T23:00:15-06:00,2018-02-14T23:06:16-06:00,America/Chicago,imported,1,2134,6731,2134
7935,2018-02-14T22:00:09-06:00,2018-02-14T22:06:08-06:00,America/Chicago,imported,0,2134,6731,2134
7935,2018-02-14T22:00:09-06:00,2018-02-14T22:06:08-06:00,America/Chicago,imported,0,2134,6731,2134
7934,2018-02-14T21:00:11-06:00,2018-02-14T21:06:15-06:00,America/Chicago,imported,1,2134,6731,2134
7934,2018-02-14T21:00:11-06:00,2018-02-14T21:06:15-06:00,America/Chicago,imported,1,2134,6731,2134
7933,2018-02-14T20:00:07-06:00,2018-02-14T20:05:33-06:00,America/Chicago,imported,3,2134,6731,2134
7933,2018-02-14T20:00:07-06:00,2018-02-14T20:05:33-06:00,America/Chicago,imported,3,2134,6731,2134
7932,2018-02-14T19:00:09-06:00,2018-02-14T19:05:34-06:00,America/Chicago,imported,0,2134,6731,2134
7932,2018-02-14T19:00:09-06:00,2018-02-14T19:05:34-06:00,America/Chicago,imported,0,2134,6731,2134
7931,2018-02-14T18:00:06-06:00,2018-02-14T18:05:53-06:00,America/Chicago,imported,1,2134,6731,2134
7931,2018-02-14T18:00:06-06:00,2018-02-14T18:05:53-06:00,America/Chicago,imported,1,2134,6731,2134
7930,2018-02-14T17:00:09-06:00,2018-02-14T17:06:14-06:00,America/Chicago,imported,3,2134,6731,2134
7930,2018-02-14T17:00:09-06:00,2018-02-14T17:06:14-06:00,America/Chicago,imported,3,2134,6731,2134
7929,2018-02-14T16:00:07-06:00,2018-02-14T16:05:17-06:00,America/Chicago,imported,3,2134,6731,2134
7929,2018-02-14T16:00:07-06:00,2018-02-14T16:05:17-06:00,America/Chicago,imported,3,2134,6731,2134
7928,2018-02-14T15:00:06-06:00,2018-02-14T15:05:40-06:00,America/Chicago,imported,4,2134,6731,2134
7928,2018-02-14T15:00:06-06:00,2018-02-14T15:05:40-06:00,America/Chicago,imported,4,2134,6731,2134
7927,2018-02-14T14:00:07-06:00,2018-02-14T14:05:59-06:00,America/Chicago,imported,3,2134,6731,2134
7927,2018-02-14T14:00:07-06:00,2018-02-14T14:05:59-06:00,America/Chicago,imported,3,2134,6731,2134
7926,2018-02-14T13:00:08-06:00,2018-02-14T13:06:16-06:00,America/Chicago,imported,1,2134,6731,2134
7926,2018-02-14T13:00:08-06:00,2018-02-14T13:06:16-06:00,America/Chicago,imported,1,2134,6731,2134
7925,2018-02-14T12:00:09-06:00,2018-02-14T12:07:00-06:00,America/Chicago,imported,3,2134,6731,2134
7925,2018-02-14T12:00:09-06:00,2018-02-14T12:07:00-06:00,America/Chicago,imported,3,2134,6731,2134
7924,2018-02-14T11:00:07-06:00,2018-02-14T11:06:23-06:00,America/Chicago,imported,1,2134,6731,2134
7924,2018-02-14T11:00:07-06:00,2018-02-14T11:06:23-06:00,America/Chicago,imported,1,2134,6731,2134
7923,2018-02-14T10:00:07-06:00,2018-02-14T10:06:46-06:00,America/Chicago,imported,1,2134,6731,2134
7923,2018-02-14T10:00:07-06:00,2018-02-14T10:06:46-06:00,America/Chicago,imported,1,2134,6731,2134
7922,2018-02-14T09:00:07-06:00,2018-02-14T09:06:58-06:00,America/Chicago,imported,26,2134,6731,2134
7922,2018-02-14T09:00:07-06:00,2018-02-14T09:06:58-06:00,America/Chicago,imported,26,2134,6731,2134
7921,2018-02-14T08:00:06-06:00,2018-02-14T08:05:37-06:00,America/Chicago,imported,0,2134,6731,2134
7921,2018-02-14T08:00:06-06:00,2018-02-14T08:05:37-06:00,America/Chicago,imported,0,2134,6731,2134
7920,2018-02-14T07:00:07-06:00,2018-02-14T07:05:48-06:00,America/Chicago,imported,0,2134,6731,2134
7920,2018-02-14T07:00:07-06:00,2018-02-14T07:05:48-06:00,America/Chicago,imported,0,2134,6731,2134
7919,2018-02-14T06:00:07-06:00,2018-02-14T06:05:50-06:00,America/Chicago,imported,0,2134,6731,2134
7919,2018-02-14T06:00:07-06:00,2018-02-14T06:05:50-06:00,America/Chicago,imported,0,2134,6731,2134
7918,2018-02-14T05:00:07-06:00,2018-02-14T05:04:59-06:00,America/Chicago,imported,0,2134,6731,2134
7918,2018-02-14T05:00:07-06:00,2018-02-14T05:04:59-06:00,America/Chicago,imported,0,2134,6731,2134
7917,2018-02-14T04:00:09-06:00,2018-02-14T04:05:00-06:00,America/Chicago,imported,0,2134,6731,2134
7917,2018-02-14T04:00:09-06:00,2018-02-14T04:05:00-06:00,America/Chicago,imported,0,2134,6731,2134
7916,2018-02-14T03:00:09-06:00,2018-02-14T03:04:58-06:00,America/Chicago,imported,0,2134,6731,2134
7916,2018-02-14T03:00:09-06:00,2018-02-14T03:04:58-06:00,America/Chicago,imported,0,2134,6731,2134
7915,2018-02-14T02:00:08-06:00,2018-02-14T02:05:58-06:00,America/Chicago,imported,0,2134,6731,2134
7915,2018-02-14T02:00:08-06:00,2018-02-14T02:05:58-06:00,America/Chicago,imported,0,2134,6731,2134
7914,2018-02-14T01:00:08-06:00,2018-02-14T01:05:55-06:00,America/Chicago,imported,4,2134,6731,2134
7914,2018-02-14T01:00:08-06:00,2018-02-14T01:05:55-06:00,America/Chicago,imported,4,2134,6731,2134
7913,2018-02-14T00:00:11-06:00,2018-02-14T00:05:29-06:00,America/Chicago,imported,0,2134,6731,2134
7913,2018-02-14T00:00:11-06:00,2018-02-14T00:05:29-06:00,America/Chicago,imported,0,2134,6731,2134
7912,2018-02-13T23:00:17-06:00,2018-02-13T23:07:09-06:00,America/Chicago,imported,0,2134,6731,2134
