CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
9306,2018-04-15T22:00:11-05:00,2018-04-15T22:07:24-05:00,America/Chicago,imported,5,5563,6949,5563
9305,2018-04-15T21:00:09-05:00,2018-04-15T21:07:50-05:00,America/Chicago,imported,2,5563,6949,5563
9304,2018-04-15T20:00:09-05:00,2018-04-15T20:07:55-05:00,America/Chicago,imported,5,5563,6949,5563
9303,2018-04-15T19:00:09-05:00,2018-04-15T19:07:30-05:00,America/Chicago,imported,1,5563,6949,5563
9302,2018-04-15T18:00:10-05:00,2018-04-15T18:07:56-05:00,America/Chicago,imported,6,5563,6949,5563
9301,2018-04-15T17:00:09-05:00,2018-04-15T17:08:05-05:00,America/Chicago,imported,4,5563,6949,5563
9300,2018-04-15T16:00:08-05:00,2018-04-15T16:08:24-05:00,America/Chicago,imported,5,5563,6949,5563
9299,2018-04-15T15:00:08-05:00,2018-04-15T15:08:10-05:00,America/Chicago,imported,13,5563,6949,5563
9298,2018-04-15T14:00:10-05:00,2018-04-15T14:07:38-05:00,America/Chicago,imported,11,5563,6949,5563
9297,2018-04-15T13:00:10-05:00,2018-04-15T13:07:14-05:00,America/Chicago,imported,0,5563,6949,5563
9296,2018-04-15T12:00:07-05:00,2018-04-15T12:08:17-05:00,America/Chicago,imported,0,5563,6949,5563
9295,2018-04-15T11:00:10-05:00,2018-04-15T11:07:44-05:00,America/Chicago,imported,3,5563,6949,5563
9294,2018-04-15T10:00:08-05:00,2018-04-15T10:08:15-05:00,America/Chicago,imported,0,5563,6949,5563
9293,2018-04-15T09:00:08-05:00,2018-04-15T09:06:56-05:00,America/Chicago,imported,0,5563,6949,5563
9292,2018-04-15T08:00:08-05:00,2018-04-15T08:06:33-05:00,America/Chicago,imported,0,5563,6949,5563
9291,2018-04-15T07:00:09-05:00,2018-04-15T07:07:34-05:00,America/Chicago,imported,0,5563,6949,5563
9290,2018-04-15T06:00:09-05:00,2018-04-15T06:06:48-05:00,America/Chicago,imported,0,5563,6949,5563
9289,2018-04-15T05:00:09-05:00,2018-04-15T05:06:42-05:00,America/Chicago,imported,0,5563,6949,5563
9288,2018-04-15T04:00:11-05:00,2018-04-15T04:07:22-05:00,America/Chicago,imported,0,5563,6949,5563
9287,2018-04-15T03:00:09-05:00,2018-04-15T03:06:17-05:00,America/Chicago,imported,0,5563,6949,5563
9286,2018-04-15T02:00:10-05:00,2018-04-15T02:07:38-05:00,America/Chicago,imported,0,5563,6949,5563
9285,2018-04-15T01:00:11-05:00,2018-04-15T01:06:54-05:00,America/Chicago,imported,0,5563,6949,5563
9284,2018-04-15T00:00:10-05:00,2018-04-15T00:07:29-05:00,America/Chicago,imported,1,5563,6949,5563
9283,2018-04-14T23:00:10-05:00,2018-04-14T23:06:51-05:00,America/Chicago,imported,1,5563,6949,5563
