CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
7957,2018-02-15T22:00:09-06:00,2018-02-15T22:05:16-06:00,America/Chicago,imported,0,2134,6743,2134
7956,2018-02-15T21:00:07-06:00,2018-02-15T21:05:42-06:00,America/Chicago,imported,0,2134,6743,2134
7955,2018-02-15T20:00:08-06:00,2018-02-15T20:06:27-06:00,America/Chicago,imported,2,2134,6743,2134
7954,2018-02-15T19:00:07-06:00,2018-02-15T19:05:37-06:00,America/Chicago,imported,0,2134,6743,2134
7953,2018-02-15T18:00:06-06:00,2018-02-15T18:06:10-06:00,America/Chicago,imported,0,2134,6743,2134
7952,2018-02-15T17:00:07-06:00,2018-02-15T17:05:57-06:00,America/Chicago,imported,4,2134,6743,2134
7951,2018-02-15T16:00:08-06:00,2018-02-15T16:05:34-06:00,America/Chicago,imported,7,2134,6742,2134
7950,2018-02-15T15:00:07-06:00,2018-02-15T15:05:42-06:00,America/Chicago,imported,1,2134,6742,2134
7949,2018-02-15T14:00:07-06:00,2018-02-15T14:06:45-06:00,America/Chicago,imported,3,2134,6742,2134
7948,2018-02-15T13:00:08-06:00,2018-02-15T13:07:57-06:00,America/Chicago,imported,8,2134,6742,2134
7947,2018-02-15T12:00:07-06:00,2018-02-15T12:06:35-06:00,America/Chicago,imported,1,2134,6739,2134
7946,2018-02-15T11:00:07-06:00,2018-02-15T11:07:54-06:00,America/Chicago,imported,2,2134,6739,2134
7945,2018-02-15T10:00:08-06:00,2018-02-15T10:06:59-06:00,America/Chicago,imported,10,2134,6739,2134
7944,2018-02-15T09:00:10-06:00,2018-02-15T09:06:08-06:00,America/Chicago,imported,5,2134,6735,2134
7943,2018-02-15T08:00:14-06:00,2018-02-15T08:27:08-06:00,America/Chicago,imported_with_messages,28354,2134,6732,2134
7943,2018-02-15T08:00:14-06:00,2018-02-15T08:27:08-06:00,America/Chicago,imported_with_messages,28354,2134,6732,2134
7942,2018-02-15T05:00:07-06:00,2018-02-15T05:04:57-06:00,America/Chicago,imported,0,2134,6731,2134
7942,2018-02-15T05:00:07-06:00,2018-02-15T05:04:57-06:00,America/Chicago,imported,0,2134,6731,2134
7942,2018-02-15T05:00:07-06:00,2018-02-15T05:04:57-06:00,America/Chicago,imported,0,2134,6731,2134
7942,2018-02-15T05:00:07-06:00,2018-02-15T05:04:57-06:00,America/Chicago,imported,0,2134,6731,2134
7942,2018-02-15T05:00:07-06:00,2018-02-15T05:04:57-06:00,America/Chicago,imported,0,2134,6731,2134
7942,2018-02-15T05:00:07-06:00,2018-02-15T05:04:57-06:00,America/Chicago,imported,0,2134,6731,2134
7941,2018-02-15T04:00:07-06:00,2018-02-15T04:05:45-06:00,America/Chicago,imported,0,2134,6731,2134
7941,2018-02-15T04:00:07-06:00,2018-02-15T04:05:45-06:00,America/Chicago,imported,0,2134,6731,2134
7940,2018-02-15T03:00:07-06:00,2018-02-15T03:05:50-06:00,America/Chicago,imported,0,2134,6731,2134
7940,2018-02-15T03:00:07-06:00,2018-02-15T03:05:50-06:00,America/Chicago,imported,0,2134,6731,2134
7939,2018-02-15T02:00:10-06:00,2018-02-15T02:05:46-06:00,America/Chicago,imported,0,2134,6731,2134
7939,2018-02-15T02:00:10-06:00,2018-02-15T02:05:46-06:00,America/Chicago,imported,0,2134,6731,2134
7938,2018-02-15T01:00:12-06:00,2018-02-15T01:05:11-06:00,America/Chicago,imported,0,2134,6731,2134
7938,2018-02-15T01:00:12-06:00,2018-02-15T01:05:11-06:00,America/Chicago,imported,0,2134,6731,2134
7937,2018-02-15T00:00:08-06:00,2018-02-15T00:05:18-06:00,America/Chicago,imported,0,2134,6731,2134
7937,2018-02-15T00:00:08-06:00,2018-02-15T00:05:18-06:00,America/Chicago,imported,0,2134,6731,2134
7936,2018-02-14T23:00:15-06:00,2018-02-14T23:06:16-06:00,America/Chicago,imported,1,2134,6731,2134
