CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
8277,2018-02-28T22:00:07-06:00,2018-02-28T22:05:20-06:00,America/Chicago,imported,0,2135,6762,2135
8276,2018-02-28T21:00:07-06:00,2018-02-28T21:06:03-06:00,America/Chicago,imported,1,2135,6762,2135
8275,2018-02-28T20:00:09-06:00,2018-02-28T20:05:43-06:00,America/Chicago,imported,0,2135,6762,2135
8274,2018-02-28T19:00:07-06:00,2018-02-28T19:05:08-06:00,America/Chicago,imported,2,2135,6762,2135
8273,2018-02-28T18:00:07-06:00,2018-02-28T18:05:59-06:00,America/Chicago,imported,1,2135,6762,2135
8272,2018-02-28T17:00:06-06:00,2018-02-28T17:07:04-06:00,America/Chicago,imported,0,2135,6762,2135
8271,2018-02-28T16:00:07-06:00,2018-02-28T16:06:03-06:00,America/Chicago,imported,2,2135,6762,2135
8270,2018-02-28T15:00:07-06:00,2018-02-28T15:05:15-06:00,America/Chicago,imported,3,2135,6763,2135
8269,2018-02-28T14:00:08-06:00,2018-02-28T14:06:09-06:00,America/Chicago,imported,2,2135,6762,2135
8268,2018-02-28T13:00:08-06:00,2018-02-28T13:07:01-06:00,America/Chicago,imported,0,2135,6762,2135
8267,2018-02-28T12:00:08-06:00,2018-02-28T12:06:08-06:00,America/Chicago,imported,4,2135,6762,2135
8266,2018-02-28T11:00:07-06:00,2018-02-28T11:06:44-06:00,America/Chicago,imported,1,2135,6762,2135
8265,2018-02-28T10:00:07-06:00,2018-02-28T10:06:28-06:00,America/Chicago,imported,8,2135,6761,2135
8264,2018-02-28T09:00:07-06:00,2018-02-28T09:08:01-06:00,America/Chicago,imported,2,2135,6762,2135
8263,2018-02-28T08:00:07-06:00,2018-02-28T08:06:28-06:00,America/Chicago,imported,0,2135,6762,2135
8262,2018-02-28T07:00:13-06:00,2018-02-28T07:05:30-06:00,America/Chicago,imported,0,2135,6762,2135
8261,2018-02-28T06:00:06-06:00,2018-02-28T06:05:12-06:00,America/Chicago,imported,0,2135,6762,2135
8260,2018-02-28T05:00:08-06:00,2018-02-28T05:05:00-06:00,America/Chicago,imported,0,2135,6762,2135
8259,2018-02-28T04:00:10-06:00,2018-02-28T04:05:47-06:00,America/Chicago,imported,0,2135,6762,2135
8258,2018-02-28T03:00:09-06:00,2018-02-28T03:05:56-06:00,America/Chicago,imported,0,2135,6762,2135
8257,2018-02-28T02:00:08-06:00,2018-02-28T02:04:56-06:00,America/Chicago,imported,4,2135,6762,2135
8256,2018-02-28T01:00:07-06:00,2018-02-28T01:05:39-06:00,America/Chicago,imported,0,2135,6762,2135
8255,2018-02-28T00:00:08-06:00,2018-02-28T00:05:16-06:00,America/Chicago,imported,2,2135,6762,2135
8254,2018-02-27T23:00:15-06:00,2018-02-27T23:06:01-06:00,America/Chicago,imported,0,2135,6762,2135
