CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
8229,2018-02-26T22:00:08-06:00,2018-02-26T22:06:36-06:00,America/Chicago,imported,0,2135,6762,2135
8228,2018-02-26T21:00:07-06:00,2018-02-26T21:05:29-06:00,America/Chicago,imported,1,2135,6762,2135
8227,2018-02-26T20:00:07-06:00,2018-02-26T20:06:30-06:00,America/Chicago,imported,0,2135,6762,2135
8226,2018-02-26T19:00:10-06:00,2018-02-26T19:05:49-06:00,America/Chicago,imported,2,2135,6762,2135
8225,2018-02-26T18:00:07-06:00,2018-02-26T18:07:23-06:00,America/Chicago,imported,3,2135,6762,2135
8224,2018-02-26T17:00:08-06:00,2018-02-26T17:06:16-06:00,America/Chicago,imported,2,2135,6762,2135
8223,2018-02-26T16:00:09-06:00,2018-02-26T16:06:25-06:00,America/Chicago,imported,5,2135,6762,2135
8222,2018-02-26T15:00:09-06:00,2018-02-26T15:06:30-06:00,America/Chicago,imported,1,2135,6764,2135
8221,2018-02-26T14:00:08-06:00,2018-02-26T14:07:05-06:00,America/Chicago,imported,8,2135,6764,2135
8220,2018-02-26T13:00:08-06:00,2018-02-26T13:06:30-06:00,America/Chicago,imported,6,2135,6764,2135
8219,2018-02-26T12:00:07-06:00,2018-02-26T12:06:24-06:00,America/Chicago,imported,17,2135,6764,2135
8218,2018-02-26T11:00:10-06:00,2018-02-26T11:06:41-06:00,America/Chicago,imported,7,2135,6766,2135
8217,2018-02-26T10:00:07-06:00,2018-02-26T10:06:52-06:00,America/Chicago,imported,4,2134,6766,2134
8216,2018-02-26T09:00:07-06:00,2018-02-26T09:06:30-06:00,America/Chicago,imported,2,2134,6766,2134
8215,2018-02-26T08:00:10-06:00,2018-02-26T08:06:03-06:00,America/Chicago,imported,3,2134,6766,2134
8214,2018-02-26T07:00:08-06:00,2018-02-26T07:05:15-06:00,America/Chicago,imported,0,2134,6766,2134
8213,2018-02-26T06:00:09-06:00,2018-02-26T06:05:12-06:00,America/Chicago,imported,0,2134,6766,2134
8212,2018-02-26T05:00:08-06:00,2018-02-26T05:04:53-06:00,America/Chicago,imported,0,2134,6766,2134
8211,2018-02-26T04:00:08-06:00,2018-02-26T04:04:57-06:00,America/Chicago,imported,0,2134,6766,2134
8210,2018-02-26T03:00:07-06:00,2018-02-26T03:04:59-06:00,America/Chicago,imported,1,2134,6766,2134
8209,2018-02-26T02:00:09-06:00,2018-02-26T02:05:20-06:00,America/Chicago,imported,1,2134,6766,2134
8208,2018-02-26T01:00:07-06:00,2018-02-26T01:04:46-06:00,America/Chicago,imported,2,2134,6766,2134
8207,2018-02-26T00:00:11-06:00,2018-02-26T00:06:23-06:00,America/Chicago,imported,0,2134,6766,2134
8206,2018-02-25T23:00:27-06:00,2018-02-25T23:06:39-06:00,America/Chicago,imported,0,2134,6766,2134
